sentence,contains_bad_word
iya..gw lagi ol lik..tapi hae gw dah mati..batre nya abis,0
 video lengkap ada di youtube ya 30 menit sekian dan mejelekkan susilo bambang yudhoyono kamu cari saja strategi prabowo ,1
Kamu tahu tidak bagaimana cara meningkatkan interaksi di media sosial? Aku ingin belajar tentang strategi untuk meningkatkan engagement dan interaksi di platform ini.,0
Setiap hal baru tampaknya membuktikan kepada kita bahwa kita benar.,0
"Aku tidak tahu apa yang dia katakan, tidak.",0
Agen menentukan apakah 808(2) dapat diterapkan.,0
"Bacot busuk eh tolol gak ada yg memggunakan bus cok, mobilisasi pakai bak terbuka dan motor",1
"Jalannya membosankan, dan sebaiknya dihindari.",0
Apakah kamu pernah mencoba memasak makanan vegetarian? Saya ingin mencoba menjadi vegetarian untuk beberapa waktu.,0
"Dia menyelesaikan masalah dalam waktu tujuh hari, karena dia sangat pintar.",0
Anjing pantesan barang yg dikirim ke gua rusak!!,1
Layanan masyarakat akan dilanjutkan jika Clinton mengizinkannya.,0
"Anda tidak melakukannya, kan?",0
 waspada ulama jabar jangan mau jadi tamen sih cungkring ini dia itu muka petruk hati dasamuka,1
Fira dibangun di sepanjang jalan raya yang sibuk.,0
 yang memberi bantuan atas nama tetapi yang punya duit hasil sumbangan rakyat kecil macam kami ,1
Personel layanan hukum melihat demonstrasi produk pada perangkat lunak yang akan membantu mengajukan kasus dengan cepat.,0
Apa kamu sering memainkan game yang memiliki storyline yang menarik? Aku ingin mencari game yang memiliki cerita yang bagus dan menarik untuk diikuti.,0
Jangan jadi anjing jilat sana sini . Depan temen belaiin temen . Temen dijelekin malah eh ntahlah,1
"Buta kau, kau tidak melihat apa yang sebenarnya terjadi!",1
"Anjing! Lo itu nggak tau diri sama sekali, nggak ada gunanya!",1
apa lagi pembelaan atas mega proyek ini pak alasannya untuk memperkuat ekonomi ekonomi siapa meika agate,1
"Buta kau, kau tidak melihat apa yang sebenarnya terjadi dan tidak bisa membantu siapa-siapa!",1
Bayangin baru main tiba-tiba katanya tai,1
Saya tidak memiliki pesawat televisi.,0
"Di tengah kesibukan sehari-hari, kita harus selalu ingat untuk merawat kesehatan kita dengan makan makanan sehat dan berolahraga secara teratur.",0
seluruh masyarakat ntt turunkan setya novanto dari ketua dan pecat dari dewan perwakilan rakyat ri rakyat ntt har ,1
"Ketika kita merasa lelah atau tidak produktif, kita bisa mencoba untuk melakukan kegiatan fisik seperti berjalan-jalan atau bersepeda untuk membantu membangkitkan energi kita.",0
Saya kecanduan belanja online dengan kartu kredit plastik saya.,0
 coba kalau adik perempuan kamu di begitukan bisa terima tidak tolol ,1
Pendeta Afrika Selatan itu tidak mengenal seseorang bernama Clinton.,0
Apakah Anda berolahraga di akhir pekan atau pergi ke kebun binatang?,0
Anjing bajingan bangsat seri we goblog tai,1
diam monyet,1
"Anda tidak memiliki pendapat tentang mengunyah permen karet di depan umum, saya mengerti.",0
Lu nggak bisa apa-apa!,1
Seseorang dapat menyewa kapal pesiar di Marina del Rey.,0
Hancurkan! Gw nggak pernah berharap baik sama orang kayak lo yang cuma bisa bikin ulah.,1
"Busuk kau, jangan sok kuat dan rendahkan dirimu sendiri dengan sikap yang tidak pantas!",1
ayo bapak menteri agama ri rakyat menunggu jawaban anda apakah muhammad nabi gadungan ,1
Saya terkejut bahwa tidak banyak dari mereka yang berpolitik di sini.,0
 ketika dilantik bilang saatnya pribumi bangkit tetapi nyatanya malah impo bawang putih dari cina yang notabene waktu kampanye pilihan kepala daerah selalu bilang anti asing ,1
MUKAA LO SAMA DIA PASSS SAMA SMAA BULUKKK JD JADIANN DEH SONO ANJING SAMA BABIII,1
Arsitek yang mengerjakan Taj Mahal diduga pernah mengerjakan bangunan lain.,0
anjing ni org mabok atau stress,1
Dia sempurna dalam pekerjaannya.,0
Anda harus menagih Anda kartu kredit baru.,0
kalo g ada anjing sm bgst tu ky kurang aja ngetik di ini grup,1
"Pelacur kau, kau tidak punya otak!",1
Rumah tangga mengalami kesulitan mengumpulkan kekayaan meskipun terjadi ledakan pasar saham yang dibanggakan pada tahun 1990-an.,0
"Tuppence, menunjukkan pertimbangan yang hati-hati, berkata ""Saya mengerti"".",0
Scott Thomas adalah Ketua FEC.,0
Percakapan itu telah didengar Dave ratusan kali.,0
Anjing! Bangsat emg!,1
"Kamu suka membicarakan tentang politik atau lebih suka hal-hal yang menyenangkan? Aku suka membicarakan kedua hal itu, bergantung pada suasana hati.",0
 kebaca mau nete ,1
apa susah nya sih. Agensi gede doang tp cupu nya minta ampun,1
"Babi kau, tidak ada gunanya berbicara denganmu! Kambing kau, kau selalu bertingkah seolah-olah kau tahu segalanya!",1
"Kontol lu bau banget, gak ganti celana apa?",1
Mr Erlenborn memperoleh semua kredit sarjana di University of Notre Dame.,0
Michael Huffington telah berusaha keras untuk menyembunyikan seksualitasnya.,0
"Sabat ditutup, tetapi sampai tahun depan.",0
"Ketika kita berbicara dengan orang lain, penting untuk mendengarkan dengan saksama dan memberikan perhatian yang penuh untuk menunjukkan bahwa kita menghargai dan menghormati orang tersebut.",0
ruhut sitompul prabowo jangan omong doang ,1
"Sialan, nggak tahan gue dengerin omongan lu.",1
Anak anjing jantan sengaja membuat anak anjing betina menang ketika mereka sedang bermain,0
kamar gua kebocoran jdi banjir bangsat,1
Kepala Penasihat Advokasi di Small Business Administration sebenarnya tidak menerima salah satu dari analisis ini.,0
Saya tidak setuju dengan sosiolog.,0
setya novanto lebih kebal dari madara kayaknya kalau nanti mati juga tinggal edo tensei lagi ,1
bro jangan bilang tidak kenal sama yang menyebarkan saracen ,1
Apa kamu suka memainkan game yang menantang atau game yang santai? Aku ingin tahu preferensi dan alasanmu memilih game tersebut.,0
yang begini adalah lembaga swadaya masyarakat kampret bukan maju terus bung ,1
jangan sampai tidak pecat darmin nasution sebagai menteri perekonomian bodoh yang turunkan daya beli karena anaknya kahiyang akan menikah dengan bobby nasution,1
Saya berharap semua pihak kunci akan mengambil langkah-langkah yang diperlukan untuk mengatasi masalah nyata dan yang dirasakan yang melemahkan kepercayaan dan keyakinan publik.,0
"Aku baru saja pulang dari liburan di Bali, tempat itu sangat indah dan menenangkan. Kamu pernah ke sana?",0
McIntyre dipilih untuk digunakan sebagai pelempar penutup.,0
Jalan itu berada di jantung kota Istanbul.,0
 selamat datang rezim komunis anti islam,1
Terasa tp tak trlihat umpama virus yg mnjalar sperti cacing bagaikan kkuatan setan yg slama ini selimuti badan awan hitam dgn bibit kjahatan,0
"Komisi akan menggunakan ekstra 8,6 persen untuk membangun lebih banyak jalan.",0
Anda bisa berhenti.,0
 goblok bayangkan saja kalau janin itu kamu yang memainkan tik tok goblok banget najis ini nih kenapa gue tidak suka kalau orang bego pegang handphone pasti ada saja hal goblok yang dilakukannya goblok memang anjir emosi tai ,1
Muka lu emang kek babi sih.,1
Tidak ada tempat budaya di kota.,0
"Federal mengacu pada nasional dan negara bagian mengacu pada lokal, tugas dan tanggung jawab dapat berbeda antara tingkat Federal dan Negara Bagian.",0
 7 era baru pemerintahan jokowi menjanjikan akan menyelesaikan kasus ini namun semua hanya tipuan,1
Hanya pernyataan evaluasi yang tersedia.,0
Dari kami pengguna WA biasa mengucapkan WA Mod anjing,1
Jumlah email yang hilang terlalu kecil untuk berdampak pada volume,0
"Peduli dng DKI aja g usah pikir negara orang blm tentu negara org berpikir dng NKRI,gubernur TOLOL",1
 bukan keren lagi namanya saja gubernur indonesia presiden karang saja tidak dan yang bilang presiden indonesia presiden cebong baru banyak yang bilang wkwk ,1
Apakah kamu pernah mencoba membuat kue dari awal? Bagaimana hasilnya?,0
FFC menyelenggarakan Forum Pemerintah/Industri pada Maret 1998,0
"Dalam keadaan biasa, apa yang dikatakan tidak untuk dibagikan..",0
 kunyuk asia antek asing,1
Kamu tahu tidak acara seni atau festival budaya yang sedang berlangsung? Aku ingin mencari tahu acara seni atau festival budaya yang menarik untuk diikuti.,0
McGrath mengatakan perselingkuhan Lillian Ross tidak digambarkan dengan benar.,0
"Ke laut aja lu, nggak ada gunanya disini.",1
Kami memiliki keuntungan memiliki lebih banyak peluru daripada mereka.,0
Jadi tolol juga kalo ada orang yg ngomong,1
Blm pernah ditaboki netizen si idiot ,1
Orang Amerika hanya membuang 12 persen dari apa yang mereka beli di supermarket.,0
Itu cukup sepi di bulan Juli.,0
Mereka mengeluh bahwa novel itu tidak memiliki emosi.,0
Jalan menuju Menara Divan dan Kantor Grand Vezir.,0
"Goblok banget sih lo, nggak ada gunanya!",1
 sudah lama lihat tetap saja jijik ,1
 usut terus kasus korupsi sandiaga dan anies batalkan pengangkatan anies sandi ,1
Memorandum M0010 dikeluarkan oleh INS.,0
Senang rasanya memiliki binatang yang bisa dimainkan anak-anak.,0
Anjing gila aja lebih baik daripada lo!,1
"Saat teh selesai, dia meletakkan tangannya di atasku dengan romantis.",0
 kamu adalah memang udik wan ,1
Legislatif berperan penting dalam melakukan perubahan pada program tunjangan.,0
Babi hutan and babi warna pink tu.,0
memang bolot ,1
"Bangsat, kau selalu membuat kekacauan!",1
Dasar Bajingan!,1
Dia mengklik tumitnya bersama-sama untuk beberapa alasan.,0
"Goblok! Jangan cuma bisa ngomong doang, lo harus bisa buktiin juga!",1
hati hati penjajah cina pakai cara belanda adu domba pribumi sebelum terlambat usir para cina bangsat dari negara kesatuan republik indonesia,1
 liburan memang paling enak ngentot daripada tidak kenapa apa mending enak enak sama gue buat yang mau booking direct message saja anyway tidak ,1
Troues memiliki dua pusat outlet yang menjual pakaian dan aksesoris rumah.,0
"Memek lo seret banget, beneran masih perawan?",1
kalau pak jokowi diam dan merasa tidak terusik bisa apa bisa jadi peristiwa itu ada salahnya sih kunyuk narseto bawa nama pak jokowi sekarang kayak dulu sebelum jadi republik indonesia 1 pelaporan dua puluh tujuh meter setelah jadi republik indonesia 1 setiap bulan tidak ada pengeluaran gaji ditabung pasti kayak lah ,1
Menghabiskan waktu di alam dan merasakan keindahan alam adalah cara yang baik untuk menghilangkan stres dan memperbaiki kesehatan mental kita.,0
Kedua bangunan itu berada di sisi berlawanan dari kota.,0
katanya mau menuntaskan amanat penderitaan rakyat rakyat pribumi indonesia atau rakyat cina he jokowi jangan jadi pengkhianat umat dong,1
"Sialan, kau memang brengsek!",1
Napasnya tidak mau keluar.,0
"LGBT LGBT tai anjing, kaga ngedukung dibilang ga berperikemanusiaan. Tai lah",1
Jon meminta Adrin untuk berlatih.,0
 pagi gays sudah coli pagi belum kontol coli gay bahan coli ,1
nak nangis hilang kawan kayak babi,1
Jalur tambahan atau percabangan ditata setelah bahan dicari untuk bukti tandingan.,0
"Monyet ya gitu om, dia nya yg culas, orang lain yg dicela bodoh, apa namanya gitu?",1
Kantor Informasi Turis tidak pernah membantu.,0
"Klopot, lu pikir gue nggak tau apa yang lu lakuin di belakang?",1
Bahasa inggrisnya anjing ya kunyuk apa lo!,1
Pakaian adalah barang sekali-sekali.,0
PAGI PAGI DAH EMOSI ANJING,1
Bell Curve didasarkan pada data yang salah dan pekerjaan yang tidak etis.,0
NAJIS KOCAK BANGET TAI,1
Ok anjing anak pelacur mak sundal?I'm coming for u sooner or later.,1
Anjing bangsat tai doang lah,1
 ya jelas lah om mereka cuma gede cocot doang nya begitulah kualitas mereka ,1
"Tolol! Lo itu nggak ada otak sama sekali, nggak bisa mikir!",1
Itu seperti hal terburuk yang bisa terjadi.,0
Saya membeli Bristol dari pegadaian tua di dekat dermaga.,0
"Itu tidak buruk, itu sebenarnya cukup bagus.",0
Babi! Lo itu nggak punya martabat sama sekali!,1
Biksu bajingan! Jangan cuma pamer kebaikan tapi aslinya nggak lebih baik dari setan.,1
Tujuan mereka menjadi tidak efektif seiring dengan modernisasi India.,0
"Orang-orang di Amerika sangat paham tentang topik kontroversial, menurut Fiss.",0
Pagi ini cuma mau panggil anjing aja buat elo yang naik motornya ugal ugalan.,1
"Masalahnya Junjungan lo bego bin tolol alias goblok & dungu,",1
Wanniski dan kawan-kawan telah dikalahkan oleh Wall Street Journal,0
Art Cooper kehilangan pekerjaannya sebagai editor GQ tidak lama kemudian.,0
Pada Exhibit 3 terdapat total emisi nasional NOx dan SO2 dari semua sektor.,0
"Ada banyak surat yang dikirimkan setiap minggu, tetapi hanya satu yang dipilih.",0
Pesisir barat Grande Terre adalah tujuan wisata utama karena rawa bakaunya.,0
nak orang layan kau baik tapi kau layan orang macam setan,1
"Dasar manusia sampah, hidup lu sia-sia.",1
sumpah lupa kemarin ngapain aja anjing,1
Anjing kau. Yang hina itu mama kau.,1
saya pendukung ahok tetapi tidak rela beliau jadi gubernur setelah pengkhianatan yang dilakukan sebagian besar warga jakarta ,1
coba ada yang kordinir untuk demo ke dewan perwakilan rakyat suara rakyat bubarkan dewan perwakilan rakyat save komisi pemberantasan korupsi,1
Dia berlatih seni bela diri tetapi plotnya membosankan.,0
"Saya ingin Anda mengikutinya, jadi perhatikan sinyal yang saya berikan.",0
"Selamat malam untuk saat ini, sampai jumpa besok.",0
Stop body shaming lah sial kalau taktahu struggle nak kurus tu macam mana babi,1
"Saya suka bermain game online, terutama game strategi yang melibatkan banyak pemain.",0
"Aku ingin mencoba belajar memasak masakan Jepang, kamu punya rekomendasi resep yang mudah diikuti?",0
 wah ibu kamu sih perek gerwani di gangbang babi sipit bagaimana bentuk adikmu nanti ya choong kamu saja sudah hancur hasil dientot kuda bagaimana sama babi sipit haha pantas,1
Dia terus berbicara dengan tidak jelas setelah meminta maaf.,0
 permintaan maaf sih kunyuk ini tidak ada a inya otaknya tetap saja nyinyir ,1
Orang Minoa tidak melihat ini datang.,0
Model penetapan biaya ini didasarkan pada penelitian dan aktivitas analitis.,0
Tangan aku macam cacat main bisep ni,1
"Lu tu, goblok atau tolol sih",1
anda dibodohi diperbudak islam muhammad mati diracun badannya bau,1
Sejarawan sering mengklaim bahwa Meriwether Lewis dibunuh oleh penduduk asli.,0
"oh ya bukan orang-orang itu, mereka memiliki kehidupan yang buruk",0
"Saat kita merasa tertekan atau cemas, kita bisa mencoba untuk menulis jurnal atau berbicara dengan teman yang bisa memberikan dukungan dan motivasi.",0
"Memek lo kayak lubang kubangan, jorok banget!",1
Informasi keluaran terlalu digeneralisasikan.,0
"Setan Jawa, Film Horor Artistik Dari Garin Nugroho",0
nyepam bgt anjing,1
Bejat! Lo itu cuma suka bohong dan nggak punya harga diri.,1
aku juga mau kayak akun kontol ah yang merusuhi semua akun yang mentwit bokep atau kontol atau apa mau cari pakai keywords swafoto ah ,1
"Bodoh amat sih lo, nggak paham-paham aja!",1
"Kukira suhu, ternyata cupu",1
Cuma beda 1000 anjing,1
 mungkin kah komunis syiah termasuk juga jin anu yang terlalu alergi dengan islam dan juga kebangkitan islam semoga tidak ikut terbawa dungu dua periode ,1
b Tabungan nasional bruto dianggap konstan sebagai bagian dari PDB.,0
Bajingan subuh' dapet chat orang lgi ngedumel gara' tanda tanya nya gak bisa di ketik ,1
DOD memiliki lebih dari 100 program.,0
Yahoo berisi artikel dari publikasi surat kabar.,0
ini pasti salah jokowi ,1
"Kami sedang bertengkar, datanglah padaku jika kamu berani!",0
 najis jauh kamu bikin rejeki seret saja ,1
Dia tetap diam dan dengan tenang menunjukkan kepada petugas SIM dan STNK-nya.,0
 diktator jokowi itu betul betul jongos nahdlatul ulama ulama,1
Dia akan memotong seluruh halaman Anda dalam delapan menit jika dia menggunakan mesin pemotong rumput.,0
"Gila, lu emang nggak ada sopan santunnya.",1
Kami tidak diharapkan untuk memberikan suara tentang masalah ini karena kami tidak memiliki informasi yang cukup.,0
weh anjing gue diem doang disalahin,1
Melihat manusia yang tak bagi signal sebagai babi,1
"Bajingan munafik begini emg hrs dibuat kapok. Ingat kasus persekusi Cikupa, gak terbukti mesum tetap ditelanjangin!",1
"Dasar monyet, kerjaannya cuma minta-minta terus.",1
"Kak maaf, itu malah kyk kena autis",1
Usia persetujuan adalah usia 21 juga.,0
"Muka nipu yaa, muka polos ternyata bajingan hhhh",1
Pesawat ruang angkasa tidak muncul entah dari mana.,0
Tidak ada harapan bagi kami untuk memberikan suara tentang masalah ini.,0
"Pantat lo kayak lubang got, nggak bisa diharapkan apa-apa!",1
Orang-orang Scotland Yard datang.,0
ganyang partai komunis indonesia dan antek antek nya di dalam lebih jaka a sekarang ,1
"Kontol lu kecil banget, nggak bisa apa-apa!",1
Kepercayaan publik bisa sulit dibangun kembali.,0
Anak bajingan! kurang ajar kamu! mending saya gapunya anak sama sekalian.,1
eh bangsat ribut yuk sini sama gua !!,1
 cebong mana nge i ,1
Luka yang didapat pria itu dari pertempuran tumbuh.,0
"YANG BERKUASA ORANG2 KEPARAT BAJINGAN SEMUA....,HANCUUURRRR",1
Roma diserang oleh Visigoth.,0
Tuan Clinton membenci Tuan Knight karena penggalangan dananya.,0
